"","square1","square2","square3","room","type_house","state","value","currency","dist"
"3412","82","51","9","4","ukrainian_brick","good","67000","$","Shevchenkovsky"
"3413","80","58","5","3","Stalinka","euro","320000","$","Pechersky"
"3414","44","28","6","2","panel","good","38500","$","Dneprovsky"
"3415","100","85","10","5","panel","euro","70000","$","Darnitsky"
"3416","79","46","13-Jun","3","Stalinka","euro","199900","$","Shevchenkovsky"
"3417","200","120","15","4","old_brick","euro","399000","$","Shevchenkovsky"
"3418","37","18","7","1","old_brick","good","52000","$","Holosiivsky"
"3419","51","18","14","1","monolyth_concrete","good","42000","$","Podolsky"
"3420","38","29","5","2","old_brick","good","35000","$","Holosiivsky"
"3421","94","55","12","3","monolyth_concrete","satisfactory","65000","$","Desniansky"
"3422","31","19","5","1","ukrainian_panel","satisfactory","29900","$","Obolon"
"3423","98","59","9","4","ukrainian_panel","euro","55000","$","Desniansky"
"3424","122","65","15","3","ukrainian_brick","euro","139000","$","Shevchenkovsky"
"3425","80","42","12","3","ukrainian_brick","satisfactory","78500","$","Obolon"
"3426","105","67","14","3","ukrainian_brick","euro","99900","$","Sviatoshynsky"
"3427","115","35","37","3","ukrainian_brick","euro","195000","$","Pechersky"
"3428","110","65","25","4","ukrainian_brick","euro","355000","$","Pechersky"
"3429","58","32","8-Jun","2","ukrainian_brick","satisfactory","69900","$","Pechersky"
"3430","99","55","12","3","monolyth_concrete","euro","69000","$","Holosiivsky"
"3431","118.1","64","41","3","ukrainian_brick","good","249000","$","Shevchenkovsky"
"3432","142","76","23","4","ukrainian_brick","euro","570000","$","Holosiivsky"
"3433","123","71","26","4","ukrainian_brick","euro","355000","$","Pechersky"
"3434","161","92","17","4","ukrainian_brick","euro","319000","$","Shevchenkovsky"
"3435","110","62","15","3","ukrainian_brick","good","128900","$","Shevchenkovsky"
"3436","64","37","12","2","before_revolution","euro","119000","$","Pechersky"
"3437","105","42","9","3","ukrainian_brick","euro","105000","$","Obolon"
"3438","282","171","24-Mar","5","ukrainian_brick","euro","520000","$","Solomensky"
"3439","50","18-May","14-Jan","1","ukrainian_brick","euro","93000","$","Holosiivsky"
"3440","128","65","14","2","ukrainian_brick","good","159000","$","Shevchenkovsky"
"3441","105","70","14","3","ukrainian_brick","euro","99900","$","Sviatoshynsky"
"3442","75","40","9","3","ukrainian_brick","euro","65999","$","Sviatoshynsky"
"3443","80","55","9","3","before_revolution","euro","110000","$","Shevchenkovsky"
"3444","102","45","20","3","monolyth_concrete","euro","170000","$","Shevchenkovsky"
"3445","128","53","43","3","monolyth_concrete","euro","195000","$","Shevchenkovsky"
"3446","45","29","8","2","ukrainian_brick","repair_unfinished","38000","$","Shevchenkovsky"
"3447","42","30","8","2","ukrainian_brick","good","45000","$","Shevchenkovsky"
"3448","61","45","7","3","ukrainian_panel","good","47000","$","Shevchenkovsky"
"3449","66.3","41","7","3","ukrainian_panel","satisfactory","64000","$","Obolon"
"3450","124","61","18","4","ukrainian_brick","euro","127000","$","Darnitsky"
"3451","128","60","14","3","ukrainian_brick","good","83000","$","Darnitsky"
"3452","75","42","8","3","panel","good","53900","$","Darnitsky"
"3453","96","46","12","3","monolyth_concrete","good","73600","$","Darnitsky"
"3454","103","56","17","3","ukrainian_brick","good","160000","$","Dneprovsky"
"3455","50","17","21","1","ukrainian_brick","from_builders(planirovka)","77000","$","Darnitsky"
"3456","168","74","28","4","ukrainian_brick","euro","409000","$","Obolon"
"3457","95","57","13","3","ukrainian_brick","cosmetic_repair_needed","103000","$","Darnitsky"
"3458","45","27","10","1","","euro","70000","$","Dneprovsky"
"3459","99","55","15","3","ukrainian_brick","euro","188000","$","Shevchenkovsky"
"3460","38","20","8","1","","euro","52000","$","Darnitsky"
"3461","127","70","16","3","ukrainian_brick","euro","360000","$","Shevchenkovsky"
"3462","39","18","9","1","ukrainian_brick","good","35000","$","Desniansky"
"3463","30","18","6","1","ukrainian_brick","good","31000","$","Darnitsky"
"3464","162","81","21","4","monolyth_concrete","good","320500","$","Pechersky"
"3465","211","119","19","5","ukrainian_brick","good","250000","$","Pechersky"
"3466","39","17","8","1","old_brick","good","30000","$","Holosiivsky"
"3467","57","32","6","1","ukrainian_brick","euro","108000","$","Darnitsky"
"3468","46","29","7","2","Stalinka","good","75000","$","Podolsky"
"3469","46","30","8","2","ukrainian_brick","satisfactory","30500","$","Podolsky"
"3470","50","20","10","1","ukrainian_brick","euro","75000","$","Darnitsky"
"3471","75","39","9","2","before_revolution","euro","330000","$","Shevchenkovsky"
"3472","47","30","8","2","panel","good","35000","$","Podolsky"
"3473","106","56","17","3","ukrainian_brick","euro","155000","$","Darnitsky"
"3474","50","31","7","2","ukrainian_panel","good","73000","$","Pechersky"
"3475","67","25","23","2","monolyth_concrete","euro","145000","$","Solomensky"
"3476","87","50","12","3","monolyth_concrete","euro","135000","$","Shevchenkovsky"
"3477","80","32","25","2","monolyth_concrete","euro","197000","$","Obolon"
"3478","155","86","20","3","monolyth_concrete","euro","180000","$","Solomensky"
"3479","100","65","31","3","monolyth_concrete","euro","187000","$","Solomensky"
"3480","92","46","14","3","ukrainian_panel","from_builders(otdelka)","58000","$","Desniansky"
"3481","82","43","19","3","monolyth_concrete","euro","100000","$","Darnitsky"
"3482","188","115","18","3","Stalinka","euro","350000","$","Shevchenkovsky"
"3483","390","175","36","6","before_revolution","euro","1200000","$","Shevchenkovsky"
"3484","215","163","20","4","before_revolution","euro","260000","$","Shevchenkovsky"
"3485","54","22","10","2","monolyth_concrete","euro","108000","$","Shevchenkovsky"
"3486","230","85","17","4","monolyth_concrete","euro","550000","$","Holosiivsky"
"3487","250","137","16","4","monolyth_concrete","euro","449000","$","Shevchenkovsky"
"3488","500","200","35","6","ukrainian_brick","euro","1250000","$","Shevchenkovsky"
"3489","115","63","19","3","ukrainian_brick","euro","219000","$","Pechersky"
"3490","96","56.2","14-Jun","3","ukrainian_brick","euro","170000","$","Shevchenkovsky"
"3491","58","26","18","1","before_revolution","good","74900","$","Shevchenkovsky"
"3492","70","35","11","2","monolyth_concrete","euro","145000","$","Pechersky"
"3493","109","61","15","3","ukrainian_brick","euro","165000","$","Dneprovsky"
"3494","67","31","13","2","monolyth_concrete","euro","100000","$","Sviatoshynsky"
"3495","56","12","20","2","ukrainian_brick","euro","162000","$","Pechersky"
"3496","43","30","6","2","old_brick","good","33000","$","Shevchenkovsky"
"3497","76","38","15","2","ukrainian_brick","good","76000","$","Darnitsky"
"3498","37","17","7","1","ukrainian_panel","good","35500","$","Darnitsky"
"3499","60","35","17","2","ukrainian_brick","euro","73000","$","Holosiivsky"
"3500","44","12","25","2","monolyth_concrete","euro","39000","$","Desniansky"
"3501","63","42","8","3","panel","repair_unfinished","43000","$","Dneprovsky"
"3502","76","41","8","3","ukrainian_panel","euro","64000","$","Desniansky"
"3503","67","17","35","2","monolyth_concrete","good","145000","$","Darnitsky"
"3504","118","60","14","3","monolyth_concrete","from_builders(planirovka)","179000","$","Shevchenkovsky"
"3505","100","36","47","3","monolyth_concrete","good","310000","$","Holosiivsky"
"3506","133","62","19","4","monolyth_concrete","from_builders(otdelka)","250000","$","Holosiivsky"
"3507","86","44","15","2","ukrainian_brick","good","115000","$","Holosiivsky"
"3508","288","120","55","5","monolyth_concrete","good","350000","$","Pechersky"
"3509","76","60","14","2","monolyth_concrete","from_builders(planirovka)","177000","$","Pechersky"
"3510","49","30","6","2","old_brick","good","105000","$","Pechersky"
"3511","125","67","16","3","monolyth_concrete","euro","130000","$","Dneprovsky"
"3512","122","62","15","3","monolyth_concrete","from_builders(planirovka)","95000","$","Dneprovsky"
"3513","84","57","10","3","old_brick","satisfactory","91000","$","Podolsky"
"3514","124","68","16","3","monolyth_concrete","good","153000","$","Dneprovsky"
"3515","89","68","7","4","Stalinka","euro","106800","$","Shevchenkovsky"
"3516","63","24","23","3","old_brick","good","100000","$","Pechersky"
"3517","56","34","11","2","Stalinka","good","85000","$","Pechersky"
"3518","45","12","16","2","monolyth_concrete","good","130000","$","Pechersky"
"3519","105","52","26","3","ukrainian_brick","from_builders(planirovka)","144000","$","Pechersky"
"3520","104","62","13","3","monolyth_concrete","from_builders(planirovka)","129000","$","Shevchenkovsky"
"3521","250","134","25","6","monolyth_concrete","from_builders(planirovka)","330000","$","Shevchenkovsky"
"3522","51","14","18","1","monolyth_concrete","good","152000","$","Pechersky"
"3523","47","16","18","2","monolyth_concrete","good","140000","$","Pechersky"
"3524","81","32","19","3","monolyth_concrete","good","260000","$","Pechersky"
"3525","104","52","16","3","monolyth_concrete","from_builders(planirovka)","103000","$","Holosiivsky"
"3526","124","86","9","5","Stalinka","satisfactory","300000","$","Pechersky"
"3527","33","19","6","1","ukrainian_panel","good","37000","$","Shevchenkovsky"
"3528","39","15","12","1","monolyth_concrete","from_builders(planirovka)","38800","$","Holosiivsky"
"3529","140","49","16","4","ukrainian_brick","euro","159000","$","Darnitsky"
"3530","240","120","16","4","before_revolution","euro","335000","$","Shevchenkovsky"
"3531","50","18","12","1","monolyth_concrete","euro","90000","$","Darnitsky"
"3532","70","27","20","3","monolyth_concrete","euro","215000","$","Pechersky"
"3533","160","73","30","3","monolyth_concrete","euro","420000","$","Pechersky"
"3534","100","30","28","3","monolyth_concrete","euro","299900","$","Pechersky"
"3535","57","35","7","2","monolyth_concrete","euro","149000","$","Darnitsky"
"3536","60","15","33","2","monolyth_concrete","euro","205000","$","Holosiivsky"
"3537","68","30","24","3","monolyth_concrete","euro","144900","$","Darnitsky"
"3538","57","32","7","2","ukrainian_panel","repair_unfinished","57500","$","Holosiivsky"
"3539","96.6","40","13","2","monolyth_concrete","from_builders(otdelka)","4260060","uah","Pechersky"
"3540","44","29","6","2","ukrainian_brick","cosmetic_repair_needed","40000","$","Holosiivsky"
"3541","59","25","14","2","ukrainian_brick","from_builders(planirovka)","72000","$","Solomensky"
"3542","135","69","50","3","monolyth_concrete","euro","205000","$","Dneprovsky"
"3543","112","70","16","3","monolyth_concrete","euro","265000","$","Pechersky"
"3544","55","18","24","2","monolyth_concrete","euro","155000","$","Pechersky"
"3545","72","35","22","3","monolyth_concrete","euro","199000","$","Pechersky"
"3546","101","36","46","3","monolyth_concrete","euro","330000","$","Holosiivsky"
"3547","50","18","27","1","ukrainian_brick","euro","125000","$","Darnitsky"
"3548","27","15","7","1","ukrainian_brick","good","25500","$","Sviatoshynsky"
"3549","70","42","8","3","ukrainian_panel","good","41500","$","Desniansky"
"3550","56","32","10","2","old_brick","euro","48000","$","Obolon"
"3551","100","68","9","4","panel","satisfactory","57000","$","Darnitsky"
"3552","95","57","10","3","ukrainian_brick","good","147000","$","Pechersky"
"3553","58","30","8","2","ukrainian_panel","euro","65000","$","Obolon"
"3554","190","122","18","4","ukrainian_brick","euro","400000","$","Shevchenkovsky"
"3555","75","30","40","2","","euro","188000","$","Shevchenkovsky"
"3556","50","42.9","-","1","","euro","110000","$","Shevchenkovsky"
"3557","34","20-Apr","12","2","","euro","54000","$","Shevchenkovsky"
"3558","66.6","33.8","17-Jan","2","ukrainian_brick","from_builders(planirovka)","39999","$","Sviatoshynsky"
"3559","53","31","8","2","Stalinka","euro","87000","$","Pechersky"
"3560","109","70","20","2","ukrainian_brick","from_builders(otdelka)","215000","$","Holosiivsky"
"3561","99","56","14","3","ukrainian_brick","from_builders(otdelka)","64700","$","Darnitsky"
"3562","69","48","8","3","panel","serious_repair_needed","55900","$","Dneprovsky"
"3563","43","27","6","2","old_brick","serious_repair_needed","32000","$","Solomensky"
"3564","45","27","6","2","panel","serious_repair_needed","35000","$","Podolsky"
"3565","25","16","4","1","ukrainian_brick","good","20900","$","Podolsky"
"3566","43","16","11","2","monolyth_concrete","euro","86000","$","Shevchenkovsky"
"3567","98","53","12","3","ukrainian_panel","from_builders(otdelka)","80000","$","Holosiivsky"
"3568","97","60","11","2","monolyth_concrete","euro","120000","$","Holosiivsky"
"3569","118","52","18","3","monolyth_concrete","euro","165000","$","Holosiivsky"
"3570","164","94","11","4","monolyth_concrete","euro","210000","$","Holosiivsky"
"3571","205","99","35","3","ukrainian_brick","from_builders(otdelka)","173000","$","Holosiivsky"
"3572","161","91","19","4","monolyth_concrete","serious_repair_needed","145000","$","Holosiivsky"
"3573","56","40","6","3","old_brick","cosmetic_repair_needed","56000","$","Podolsky"
"3574","138","79","15","3","ukrainian_brick","euro","140000","$","Solomensky"
"3575","138","79","15","3","ukrainian_brick","euro","135000","$","Solomensky"
"3576","64","33","11","2","before_revolution","serious_repair_needed","125000","$","Shevchenkovsky"
"3577","64","30","14","2","ukrainian_panel","euro","64000","$","Podolsky"
"3578","43","15","13","1","monolyth_concrete","euro","86000","$","Shevchenkovsky"
"3579","133","74","17","3","monolyth_concrete","from_builders(planirovka)","249000","$","Holosiivsky"
"3580","42","18","11","1","monolyth_concrete","euro","65000","$","Holosiivsky"
"3581","66","44","8","3","panel","cosmetic_repair_needed","58000","$","Dneprovsky"
"3582","35","14","15","1","panel","good","49999","$","Holosiivsky"
"3583","49","17","13","1","monolyth_concrete","euro","66500","$","Holosiivsky"
"3584","40","17","10","1","monolyth_concrete","from_builders(otdelka)","52000","$","Holosiivsky"
"3585","37","17","11","1","monolyth_concrete","euro","49999","$","Holosiivsky"
"3586","43","14","20","1","monolyth_concrete","from_builders(otdelka)","53999","$","Holosiivsky"
"3587","45","29","8","2","panel","good","33000","$","Dneprovsky"
"3588","36","18","9","1","panel","good","40000","$","Obolon"
"3589","48","27","6","2","panel","good","48000","$","Obolon"
"3590","70","42","10","3","panel","satisfactory","52000","$","Obolon"
"3591","73","43","14","2","ukrainian_brick","good","128000","$","Obolon"
"3592","91","42","14","2","ukrainian_brick","from_builders(planirovka)","74000","$","Obolon"
"3593","49","29","8","2","panel","good","55000","$","Obolon"
"3594","69","45","8","3","panel","euro","65000","$","Obolon"
"3595","71","47","7","3","ukrainian_panel","serious_repair_needed","45000","$","Desniansky"
"3596","222","109.2","11-Apr","4","Stalinka","euro","695000","$","Pechersky"
"3597","48","25","15","1","ukrainian_brick","from_builders(planirovka)","49000","$","Dneprovsky"
"3598","58","25","17","1","","euro","72000","$","Holosiivsky"
"3599","65","31","10","2","ukrainian_brick","euro","135000","$","Shevchenkovsky"
"3600","70","44","9","3","ukrainian_panel","repair_unfinished","71000","$","Obolon"
"3601","72","46","9","3","ukrainian_brick","good","58000","$","Sviatoshynsky"
"3602","45","26","10","2","ukrainian_brick","cosmetic_repair_needed","59000","$","Pechersky"
"3603","62","28","13","2","monolyth_concrete","from_builders(planirovka)","52000","uah","Dneprovsky"
"3604","57","43","7","3","panel","satisfactory","36000","$","Obolon"
"3605","50","30","10","2","ukrainian_brick","cosmetic_repair_needed","56000","$","Pechersky"
"3606","70","35","14","2","ukrainian_brick","euro","99000","$","Dneprovsky"
